=== GRUPA 1: Brak internal_sku (mają product_id, brak mapowania do ERP) ===
seller_sku;asin;title;marketplace_id;brand;category;k_number;order_lines;total_revenue;currency;first_order;last_order
FBA_5903699434864;B0B2S7H1F6;KADAX Corbeau Noir en Plastique, Épouvantail Efficace pour Repousser Les Oiseaux et Préserver Le Jardin, Le Balcon et la Maison Contre Les Pigeons (Lot de 2);A13V1IB3VIYZZH;1;20.27;EUR;2026-02-28 17:27:43+00:00;2026-02-28 17:27:43+00:00
FBA_5903699415528;B08P24G9HC;KADAX transparente Auflaufform aus hitzebeständigem Glas, feuerfestes Gefäß für Lasagne, Gemüseeintopf, Glasbräter zum Braten, Backofen (rechteckig, 7L);A1PA6795UKMFR9;1;27.98;EUR;2025-02-09 21:50:10+00:00;2025-02-09 21:50:10+00:00
FBA_5903699421789;B0969SKF9S;KADAX Bicchieri da Tavola in Vetro Trasparente per Acqua, Limonata e Succhi di Frutta, Bicchieri con Piedi per Tutte le Occasioni (Set di 6, 250 ml);APJ6JRA9NG5V4;1;19.63;EUR;2026-03-02 15:49:24+00:00;2026-03-02 15:49:24+00:00
FBA_5902730387558;B086QPP9FV;KADAX Beurrier en Verre avec Couvercle pour Réfrigérateur, L'Accessoire Essentiel de Cuisine pour Stocker, Servir et Préserver la Fraîcheur du Beurre;A13V1IB3VIYZZH;1;17.38;EUR;2026-02-28 19:04:14+00:00;2026-02-28 19:04:14+00:00
FBA_5902730387558;B086QPP9FV;KADAX Butterdose aus Glas, hochwertige, klassische Butterschale, Butterbox mit Deckel, 20 x 13 x 6,5 cm, Butterglocke für frisches Butter, Käse, transparent;A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 12:55:42+00:00;2026-03-02 12:55:42+00:00
FBA_5903699400876;B087B3QJDL;KADAX Florero, maceta redonda de plantación, plantador de plástico, cubo de flores para exteriores, flores, plantas, jardín, balcón, decoración, florero, (20 cm, antracita);A1RKKUPIHCS9HS;1;7.65;EUR;2026-03-02 16:33:00+00:00;2026-03-02 16:33:00+00:00
FBA_5903699408087;B08FXK3BKD;KADAX Trinkgläser aus hochwertigem Glas, 6er Set, Wassergläser, dickwandige Saftgläser, geriffelte Gläser für Wasser, Drink, Saft, Party, Cocktailgläser, Getränkegläser (hoch, 380ml);A1PA6795UKMFR9;1;22.14;EUR;2026-03-02 08:31:59+00:00;2026-03-02 08:31:59+00:00
amzn.gr.FBA_5902730382003-UhSChtHw36z-LN;B07Y9XSS6R;KADAX Plat à Gratin en Verre Résistant à la Chaleur avec Couvercle et Poignées, Cocotte Transparente Idéale pour la Cuisson au Four (Rectangulaire, 3.95L);A13V1IB3VIYZZH;1;26.00;EUR;2026-02-28 17:36:13+00:00;2026-02-28 17:36:13+00:00
amzn.gr.FBA_5903699404140-RpNKK95O_cm-VG;B0895W95M8;KADAX Pirofila Grande per Cottura al Forno in Vetro Trasparente, Casseruola Rettangolare con Coperchio da Cucina, Piatto Resistente al Calore (5.1 L);APJ6JRA9NG5V4;1;;EUR;2026-02-25 22:00:41+00:00;2026-02-25 22:00:41+00:00
amzn.gr.FBA_5903699444634-F0HUEhFPz54-LN;B0BFFN1ZCZ;KADAX Einmachgläser 200 ml 10er Set, Dessertgläser fi66 - Marmeladengläser mit Twist-Off Deckel, Luftdicht & Spülmaschinenfest, Dickwandiges Glas;A1PA6795UKMFR9;1;11.16;EUR;2026-02-28 03:00:40+00:00;2026-02-28 03:00:40+00:00
amzn.gr.MAG_5902730382003-2JRXKABBx6d-LN;B07Y9XSS6R;KADAX Auflaufform mit Deckel 3,95L - rechteckige Glasauflaufform, hitzebeständig & feuerfest - Ofenform für Lasagne, Fleisch & Aufläufe;A1PA6795UKMFR9;1;20.96;EUR;2026-02-26 20:41:45+00:00;2026-02-26 20:41:45+00:00
amzn.gr.MAG_5902730382140-Y1CYu13kyzN-VG;B07YC5Z7R2;KADAX Glasdeckel, Topfdeckel Ø30 cm, hitzebeständig, mit Dampfloch, und Kunststoffgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;8.54;EUR;2026-02-28 08:46:15+00:00;2026-02-28 08:46:15+00:00
amzn.gr.MAG_5903699408148-GR0i0Uxdvpx-VG;B08GBVKHBQ;KADAX Seifenspender mit Pumpe, Pumpspender aus Keramik, Spender für Flüssigseife, Spülmittel, Lotionspender, Spülmittelspender für Bad, Küche, Flüssigseifen-Spender (Creme);A1PA6795UKMFR9;1;6.02;EUR;2026-02-23 22:11:03+00:00;2026-02-23 22:11:03+00:00
amzn.gr.MAG_5903699408841-GYOcrSeGNV7-VG;B08J435G3C;KADAX Teegläser 230ml, 6er Set, Gläser mit Griff, Glastassen für 6 personen, spülmaschinenfest, Trinkgläser für Kaffee, Tee, Wasser, Saft, Drink, Saftgläser, Wassergläser (Modell 2);A1PA6795UKMFR9;1;8.97;EUR;2026-02-28 17:56:16+00:00;2026-02-28 17:56:16+00:00
amzn.gr.MAG_5903699453933-WYdfhl0NAxO-VG;B0BRN1MH41;KADAX Zuckerdose mit Löffel, 270ml Zuckerbehälter aus pulverbeschichtetem Glas, 9x9cm Zuckerstreuer in 2 Farben, Gewürzdose mit Deckel für Tee, Zucker (Weiß);A1PA6795UKMFR9;1;6.53;EUR;2026-03-02 14:13:24+00:00;2026-03-02 14:13:24+00:00
amzn.gr.MAG_5903699482933-F3LZZNbw1pV-VG;B0CF532MR7;KADAX Pirofila per Cottura da Forno in Vetro Trasparente, Casseruola Rettangolare con Coperchio da Cucina, Piatto Resistente al Calore (5 L);APJ6JRA9NG5V4;1;15.64;EUR;2026-02-28 23:42:21+00:00;2026-02-28 23:42:21+00:00
FBA_5902730380061;B07L34GRFC;KADAX Nudelsieb aus Edelstahl, Durchschlag, Seiher, Sieb für die Küche, Küchensieb, Abtropfsieb, Salatseiher mit Griffen, Salatsieb, Filter, spülmaschinenfest (23cm);A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 10:00:24+00:00;2026-03-02 10:00:24+00:00
FBA_5902730380702;B07NVPZ3FD;KADAX Küchenrollenhalter, Papierhandtuchhalter, praktischer Papierhalter aus Edelstahl, Küchenrollenspender stehend, Rollenhalter für Küchenrolle, Küchenpapierhalter (Schwarz);A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 15:07:42+00:00;2026-03-02 15:07:42+00:00
MAG_5906638359433;B0FMDTXK8M;KADAX Zestaw 5 szt. butelki szklane 250 ml z korkami, do domowych nalewek, likierów i wina, do napelniania i dekoracji, wielokrotnego użytku;A1C3SOZRARQ6R3;1;;EUR;2026-03-02 21:33:03+00:00;2026-03-02 21:33:03+00:00
MAG_5906638360248;B0FNQZ18LB;KADAX Erdbohrer 80mm für Bohrmaschine, Gartenbohrer, Erdlochbohrer für Akkuschrauber, Pflanzbohrer für Gartenarbeiten, Spiralbohrer zum Bohren von Erdlöchern;A1PA6795UKMFR9;1;14.95;EUR;2026-03-02 08:32:37+00:00;2026-03-02 08:32:37+00:00
MAG_5906638360576;B0FN3Y1NJL;KADAX Leere Glasflaschen 250ml, 12 Stück, Schnapsflaschen mit Korken, kleine Flaschen zum Befüllen von Likör, Wein und Schnaps, Likörflaschen, Weinflaschen;A1PA6795UKMFR9;1;43.90;EUR;2026-03-01 16:58:53+00:00;2026-03-01 16:58:53+00:00
MAG_5906638365311;B0FR4HCBSY;KADAX Glasflaschen mit Korken, 500ml, 10 Stück, leere Flaschen zum Befüllen von Likör und Wein, Weinflaschen, Likörflaschen aus Glas, Schnapsflaschen;A1PA6795UKMFR9;1;24.95;EUR;2026-03-02 13:51:19+00:00;2026-03-02 13:51:19+00:00
MAG_5903699484050;B0CHMPCGCL;KADAX Carafe en verre, carafe à eau en verre robuste, carafe à boissons résistante au lave-vaisselle, carafe à eau sans plomb, carafe pour eau, jus, limonade, lait (1 L - 2 pièces) ...;A13V1IB3VIYZZH;1;13.95;EUR;2026-02-27 17:12:44+00:00;2026-02-27 17:12:44+00:00
MAG_5903699488539;B0CMXNP1YP;KADAX ociekacz na sztućce, koszyk ociekowy do kuchni, organizer na sztućce, skrzynka ociekowa (jasnoszary);A1C3SOZRARQ6R3;1;8.99;PLN;2026-03-02 20:35:13+00:00;2026-03-02 20:35:13+00:00
MAG_5903699488812;B0CN3CZGLJ;KADAX Boîte de rangement rectangulaire avec couvercle, empilable, en plastique, peu encombrante, 10 l, noire;A13V1IB3VIYZZH;1;15.95;EUR;2026-03-02 21:30:25+00:00;2026-03-02 21:30:25+00:00
MAG_5903699494547;B0CT5YPZT8;KADAX Bügelbrettbezug mit Kordelzug, praktischer Bügelbezug, Bügeltischbezug für Dampfbügeleisen, Verstellbarer Ersatzbügeltischbezug (Wellen S);A1PA6795UKMFR9;1;7.99;EUR;2026-03-02 22:16:12+00:00;2026-03-02 22:16:12+00:00
MAG_5903699496589;B0D7ZQ2KZZ;KADAX Messbecher aus Glas, Glaskännchen mit ergonomischem Griff, Widerstandsfähiges Messgefäß für flüssige als auch pulvrige Produkte, Messkanne zum Backen und Kochen (0,5 Liter);A1PA6795UKMFR9;1;10.95;EUR;2026-03-02 20:05:33+00:00;2026-03-02 20:05:33+00:00
MAG_5906638301258;B0D9QV1RMP;KADAX Beurrier rectangulaire en verre transparent avec couvercle et poignée - Passe au lave-vaisselle (1 pièce - 16 cm, rectangulaire 2);A13V1IB3VIYZZH;1;16.95;EUR;2026-02-10 21:14:27+00:00;2026-02-10 21:14:27+00:00
MAG_5906638301258;B0D9QV1RMP;KADAX Maselniczka z trwalego szkla, prostokątna przezroczysta z pokrywką i uchwytem, pojemnik na maslo 16 cm, higieniczne przechowywanie, do zmywarki;A1C3SOZRARQ6R3;1;31.99;PLN;2026-03-02 14:57:58+00:00;2026-03-02 14:57:58+00:00
MAG_5906638309179;B0F941XPM9;KADAX 2 in 1 Glasflasche für Öl und Essig, 300ml Ölspender & 50ml Essigspender in einer Flasche, Ölflasche mit Korkverschluss, Olivenölflasche aus Glas;A1PA6795UKMFR9;1;9.95;EUR;2026-03-02 22:12:44+00:00;2026-03-02 22:12:44+00:00
MAG_5906638309209;B0F8NGR1JF;KADAX Set di 4 contenitori sottovuoto in vetro (370 ml, 640 ml, 1040 ml, 1520 ml), ermetici con coperchio sottovuoto e pompa a mano, ermetici e a prova di perdite, per cucina e congelatore;APJ6JRA9NG5V4;1;25.66;EUR;2026-03-02 08:11:41+00:00;2026-03-02 08:11:41+00:00
MAG_5906638310809;B0DP4VHWJR;KADAX Pilon à choucroute en bois 24 x 4 cm pour fermentation de choucroute et kimchi;AMEN7PMS3EDWL;1;4.95;EUR;2026-03-02 15:04:17+00:00;2026-03-02 15:04:17+00:00
MAG_5906638330197;B0FHPVWWBS;KADAX Bottiglie per liquori da 500 ml, 5 pezzi, bottiglie vuote di vetro con tappo, rettangolari da riempire con liquore e vino;APJ6JRA9NG5V4;1;21.95;EUR;2026-03-02 17:33:50+00:00;2026-03-02 17:33:50+00:00
MAG_5906638340950;B0FNWRJ9JH;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Beige/blau Ø 82 mm - Einmachgläser für Marmelade, Chutneys, Eingelegtes Gemüse, Pasteten, Wurst, Fleisch, Babynahrung & mehr;A1PA6795UKMFR9;1;17.09;EUR;2026-03-01 13:05:55+00:00;2026-03-01 13:05:55+00:00
MAG_5903699408513;B08ZJDTY9V;KADAX Blumengitter aus Stahl, 3er Set, Rankgitter, Rankhilfe für Kletterpflanzen, Pflanzenstielstütze, Blumenstütze, Gitterspalier, Pflanzengitter (48,5 x 32 cm);A1PA6795UKMFR9;1;19.95;EUR;2026-03-02 14:23:46+00:00;2026-03-02 14:23:46+00:00
RK-28B8-APW6;B07MR4VD6G;KADAX Porte-Rouleau d'Essuie-Tout en Acier INOX, Support de Cuisine au Design Raffiné pour Rouleau de Essuie Tout, Accessoire Pratique pour la Maison (Argent);A13V1IB3VIYZZH;1;18.99;EUR;2026-03-02 08:33:30+00:00;2026-03-02 08:33:30+00:00

=== GRUPA 3: Ma internal_sku ale brak ceny zakupu w acc_purchase_price ===
internal_sku;seller_sku;asin;title;marketplace_id;brand;category;k_number;price_from_acc_product;order_lines;total_revenue;currency;first_order;last_order
338324;MAG_5903699495315;B0D2HYHJR3;KADAX Vaso Alto Ø30x57,5 cm per Piante da Balcone e Giardino, Grande Fioriera per Aggiungere Eleganza a Ogni Spazio Abitativo, Sia Interno che Esterno (Blanco Liscio);A1PA6795UKMFR9;;;K9945;;32;1398.29;EUR;2025-12-20 14:23:17+00:00;2026-02-26 06:53:54+00:00
38138;FBA_5906638314258;B0DXF7F3FL;KADAX Lot de 5 bouteilles en verre de 700 ml pour liqueurs et jus avec bouchon à vis (argent);A1PA6795UKMFR9;;;;;11;191.71;EUR;2025-12-09 11:55:06+00:00;2026-02-04 17:46:05+00:00
38131;MAG_5906638314180;B0DXF85YXK;KADAX Glasflaschen zum Befüllen, 700ml, 1 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Weiß);A1PA6795UKMFR9;;;K11707;;9;59.19;EUR;2026-01-16 12:27:19+00:00;2026-02-16 23:26:30+00:00
338324;MAG_5903699495315;B0D2HYHJR3;KADAX Vaso Alto Ø30x57,5 cm per Piante da Balcone e Giardino, Grande Fioriera per Aggiungere Eleganza a Ogni Spazio Abitativo, Sia Interno che Esterno (Blanco Liscio);APJ6JRA9NG5V4;;;K9945;;6;173.00;EUR;2026-01-09 14:10:25+00:00;2026-02-26 12:48:53+00:00
3228732288;MAG_5903699483237;B0CP7JGM2C;KADAX Set van 12 hittebestendige glazen containers met deksel, robuuste voedselcontainers, voorraadcontainers, diepvriezers (alle 12 stuks);A1PA6795UKMFR9;;;K8969;;5;249.75;EUR;2026-01-01 16:20:58+00:00;2026-01-12 18:57:21+00:00
33065;MAG_5903699488959;B0CM3LH8C1;KADAX Panier Flexible en Plastique Avec Poignées - Multifonction pour Linge, Jouets, Vêtements - Rond et Universel (Gris Foncé, 42 L);APJ6JRA9NG5V4;;;K9507;;5;112.75;EUR;2026-01-04 11:24:13+00:00;2026-02-20 12:31:33+00:00
38141;FBA_5906638314289;B0DXF7PHBZ;KADAX Glasflaschen zum Befüllen, 700ml, 5 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Weiß);A1PA6795UKMFR9;;;;;5;84.75;EUR;2025-12-06 22:23:40+00:00;2026-02-01 16:50:00+00:00
38130;MAG_5906638314173;B0DXF9D1XH;KADAX Glasflaschen zum Befüllen, 700ml, 1 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Silber);A1PA6795UKMFR9;;;K11706;;4;27.65;EUR;2025-12-07 18:35:22+00:00;2026-02-20 15:11:27+00:00
38156;FBA_5906638314432;B0DXF88DMW;KADAX Glasflaschen zum Befüllen, 700ml, 5 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Blau);A1PA6795UKMFR9;;;;;4;64.38;EUR;2025-12-15 11:35:46+00:00;2026-02-25 15:58:23+00:00
38150;FBA_5906638314371;B0DXF88FZ5;KADAX Glasflaschen zum Befüllen, 700ml, 5 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Rot);A1PA6795UKMFR9;;;;;4;67.80;EUR;2025-12-09 20:44:40+00:00;2026-02-08 14:13:05+00:00
38167;MAG_5906638314548;B0DXF89SDG;KADAX Glasflaschen zum Befüllen, 700ml, 5 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Rot, Lang);A1PA6795UKMFR9;;;K11743;;4;71.80;EUR;2026-02-14 13:33:10+00:00;2026-02-15 17:50:58+00:00
29574;MAG_5903699461433;B0BVMFW51Z;KADAX Conserveerpotten 720 ml, Conserveerpotten voor schroefdoppen, Jampot, Voorraadpot, Conserveerpot, Ronde Potten (Rood / 48 Stuks);A1805IZSGTT6HS;;;K6997;;4;;EUR;2026-01-21 21:29:44+00:00;2026-01-21 22:03:54+00:00
3228732288;MAG_5903699483237;B0CP7JGM2C;KADAX Set van 12 hittebestendige glazen containers met deksel, robuuste voedselcontainers, voorraadcontainers, diepvriezers (alle 12 stuks);A13V1IB3VIYZZH;;;K8969;;3;148.85;EUR;2026-01-22 15:17:20+00:00;2026-02-07 12:07:21+00:00
38158;MAG_5906638314456;B0DXF7QTFF;KADAX Lot de 40 bouteilles en verre vides de 700 ml avec bouchon à vis, bouteilles pour liqueur, jus, eau-de-vie (Bleu);A13V1IB3VIYZZH;;;K11734;;3;239.85;EUR;2026-01-04 13:09:42+00:00;2026-02-21 17:08:09+00:00
38143;MAG_5906638314302;B0DXF9GKH6;KADAX Lot de 40 Bouteilles en Verre à Remplir - 700 ml - Bouteilles de Liqueur Vides avec Bouchon à Vis - Blanc;A1PA6795UKMFR9;;;K11719;;3;162.10;EUR;2025-12-25 00:09:14+00:00;2026-02-05 07:41:20+00:00
38161;MAG_5906638314487;B0DXF8SSW7;KADAX Glasflaschen zum Befüllen, 700ml, 1 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Rot, Lang);A1PA6795UKMFR9;;;K11737;;2;9.90;EUR;2026-01-20 12:48:57+00:00;2026-02-06 17:00:04+00:00
38139;MAG_5906638314265;B0DXF8Z6KY;KADAX Lot de 10 bouteilles en verre à remplir - 700 ml - Bouteilles de liqueur vides avec bouchon à vis - Bouteilles pour liqueur, spiritueux (argenté);A1PA6795UKMFR9;;;K11715;;2;55.90;EUR;2025-12-19 15:53:17+00:00;2026-02-05 14:54:54+00:00
38028;MAG_5906638313244;B0DX795Y4T;KADAX Glasflaschen zum Befüllen, 200ml, 1 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Grün);A1PA6795UKMFR9;;;K11613;;2;;EUR;2026-01-16 11:41:08+00:00;2026-01-16 11:41:08+00:00
38134;MAG_5906638314210;B0DXF5R4MN;KADAX Glasflaschen zum Befüllen, 700ml, 1 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Rot);A1PA6795UKMFR9;;;K11710;;2;7.90;EUR;2026-01-29 16:31:15+00:00;2026-02-10 22:02:48+00:00
38140;MAG_5906638314272;B0DXF8Y7BH;KADAX Lot de 40 bouteilles en verre à remplir - 700 ml - Bouteilles de liqueur vides avec bouchon à vis - Bouteilles pour liqueur, spiritueux (argenté);A13V1IB3VIYZZH;;;K11716;;2;397.97;EUR;2025-12-24 08:26:40+00:00;2026-01-15 15:01:38+00:00
338324;MAG_5903699495315;B0D2HYHJR3;KADAX Vaso Alto Ø30x57,5 cm per Piante da Balcone e Giardino, Grande Fioriera per Aggiungere Eleganza a Ogni Spazio Abitativo, Sia Interno che Esterno (Blanco Liscio);A13V1IB3VIYZZH;;;K9945;;2;73.90;EUR;2026-02-05 17:00:34+00:00;2026-03-02 17:11:16+00:00
38138;FBA_5906638314258;B0DXF7F3FL;KADAX Lot de 5 bouteilles en verre de 700 ml pour liqueurs et jus avec bouchon à vis (argent);A13V1IB3VIYZZH;;;;;2;20.84;EUR;2025-12-21 21:26:17+00:00;2026-01-12 07:57:02+00:00
33065;MAG_5903699488959;B0CM3LH8C1;KADAX Panier Flexible en Plastique Avec Poignées - Multifonction pour Linge, Jouets, Vêtements - Rond et Universel (Gris Foncé, 42 L);A1PA6795UKMFR9;;;K9507;;2;39.90;EUR;2025-12-13 12:27:09+00:00;2026-01-02 15:51:05+00:00
3500;MAG_5906638304655;B0DF2TP3LF;KADAX Pot de fleurs en plastique, pour plantes grasses et herbes, moderne pour intérieur et extérieur (rose poudré, 11,5 cm);APJ6JRA9NG5V4;;;K10813;;2;11.39;EUR;2026-01-16 08:20:40+00:00;2026-01-30 14:46:12+00:00
211114;MAG_5906638347218;B0FM7MSWQ7;KADAX 24st Einmachgläser 425ml mit Schraubdeckel fi82 mm für Einlegen, Einmachen, Konservieren und Mahlzeitenvorbereitung - Luftdichte Twist-off Gläser (Vögel, 24 St.);A1PA6795UKMFR9;;;K14256;;2;;EUR;2026-01-07 10:19:54+00:00;2026-01-07 10:30:51+00:00
46750;MAG_5906638363843;B0FR4QJZLR;KADAX Glasflaschen in Tannenbaumform, 200 ml, mit grünem Schraubverschluss - Leere Flaschen zum Befüllen mit Likör & Schnaps, ideal für Weihnachten & als Geschenk;A1PA6795UKMFR9;;;K15922;;2;;EUR;2025-12-22 07:07:26+00:00;2025-12-22 07:07:26+00:00
46841;MAG_5906638364673;B0GGB119P5;KADAX Monstera Rankhilfe - 3er Set Pflanzstab aus Kokosfaser (150cm), Kokosstab & Moosstab für Zimmerpflanzen, Kletterhilfe & Pflanzenstütze für Innen- und Außenbereich;A1PA6795UKMFR9;;;K16001;;2;43.90;EUR;2026-02-26 20:52:02+00:00;2026-03-01 18:55:59+00:00
48154;MAG_5906638382158;B0GPWZ14ZF;;A1PA6795UKMFR9;;;K17017;;1;32.16;EUR;2026-03-03 05:39:35+00:00;2026-03-03 05:39:35+00:00
33065;MAG_5903699488959;B0CM3LH8C1;KADAX Panier Flexible en Plastique Avec Poignées - Multifonction pour Linge, Jouets, Vêtements - Rond et Universel (Gris Foncé, 42 L);A1RKKUPIHCS9HS;;;K9507;;1;17.99;EUR;2026-01-12 15:49:36+00:00;2026-01-12 15:49:36+00:00
38141;FBA_5906638314289;B0DXF7PHBZ;KADAX Glasflaschen zum Befüllen, 700ml, 5 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Weiß);A1RKKUPIHCS9HS;;;;;1;16.99;EUR;2026-02-26 17:49:21+00:00;2026-02-26 17:49:21+00:00
35610;MAG_5906638305690;B0DGXXDBS2;KADAX Lot de 50 couvercles à visser de 82 mm de diamètre - En métal - Avec 6 dents d'encliquetage - Idéaux comme couvercle de rechange pour les bocaux à conserve (folklore, 50 pièces);AMEN7PMS3EDWL;;;K10892;;1;;EUR;2025-12-31 12:09:04+00:00;2025-12-31 12:09:04+00:00
30558;MAG_5903699472729;B0BXF51Y3W;;APJ6JRA9NG5V4;;;K7707;;1;28.99;EUR;2026-03-03 05:25:06+00:00;2026-03-03 05:25:06+00:00
46753;MAG_5906638363874;B0FR4RBLK2;KADAX Glasflaschen in Tannenbaumform, 200 ml, mit blauem Schraubverschluss - Leere Flaschen zum Befüllen mit Likör & Schnaps, ideal für Weihnachten & als Geschenk;A1PA6795UKMFR9;;;K15925;;1;;EUR;2025-12-19 10:29:49+00:00;2025-12-19 10:29:49+00:00
210394;MAG_5906638340011;B0FNWG7NGX;KADAX 50er Set Marmeladengläser 235 ml mit Schraubdeckel in Gemüsefeld Ø 82 mm - Einmachgläser für Marmelade, Chutneys, Eingelegtes Gemüse, Pasteten, Wurst, Fleisch, Babynahrung & mehr;A1PA6795UKMFR9;;;K13536;;1;;EUR;2026-01-18 11:39:35+00:00;2026-01-18 11:39:35+00:00
35716;MAG_5906638306321;B0DH4XMS39;KADAX 10er Set Schraubdeckel Ø 66 mm in Blau - Ersatzdeckel für Einmachgläser & Vorratsgläser, luftdicht & auslaufsicher;A1PA6795UKMFR9;;;K10946;;1;;EUR;2026-01-02 09:30:06+00:00;2026-01-02 09:30:06+00:00
3228732288;MAG_5903699483237;B0CP7JGM2C;KADAX Set van 12 hittebestendige glazen containers met deksel, robuuste voedselcontainers, voorraadcontainers, diepvriezers (alle 12 stuks);A1805IZSGTT6HS;;;K8969;;1;51.95;EUR;2026-01-17 05:16:25+00:00;2026-01-17 05:16:25+00:00
27646;MAG_5903699445877;B0BFRJH4SZ;KADAX 20st Einmachgläser 315 ml mit fi66 mm Schraubdeckel für Honig, Dessert, Marmeladen | Luftdichte Gläschen, Einmachglas, Rundgläser, Konfitürengläser, Honiggläser (20 Stück, Pilze);A1PA6795UKMFR9;;;K5445;;1;;EUR;2026-01-03 11:05:51+00:00;2026-01-03 11:05:51+00:00
28115;MAG_5903699449813;B0BMGF8THB;KADAX 100er Set Marmeladengläser 235 ml mit Schraubdeckel in Biene Ø 82 mm - Einmachgläser für Marmelade, Chutneys, Eingelegtes Gemüse, Pasteten, Wurst, Fleisch, Babynahrung & mehr;A1PA6795UKMFR9;;;K5838;;1;;EUR;2026-01-18 11:39:35+00:00;2026-01-18 11:39:35+00:00
28940;MAG_5903699455760;B0BS9J343Y;KADAX Sägebock für Werkstatt, 58x41,5x77cm Klappbock aus Kunststoff, Gerüstbock mit Maßstab, klappbarer Unterstellbock, Stützbock für Arbeiten (2 Stücke/schwarz);A1PA6795UKMFR9;;;K6432;;1;;EUR;2024-03-02 21:08:28+00:00;2024-03-02 21:08:28+00:00
29422;MAG_5903699459980;B0BT21F8M3;KADAX 48st Einmachgläser 540ml mit Schraubdeckel fi82 mm für Einlegen, Einmachen, Konservieren und Mahlzeitenvorbereitung - Luftdichte Twist-off Gläser (Rot, 48 St.);A1PA6795UKMFR9;;;K6852;;1;;EUR;2025-12-09 20:09:02+00:00;2025-12-09 20:09:02+00:00
29413;MAG_5903699459904;B0BT2255WN;KADAX 24st Einmachgläser 540ml mit Schraubdeckel fi82 mm für Einlegen, Einmachen, Konservieren und Mahlzeitenvorbereitung - Luftdichte Twist-off Gläser (Vege, 24 St.);A1PA6795UKMFR9;;;K6844;;1;;EUR;2026-02-08 14:53:15+00:00;2026-02-08 14:53:15+00:00
3500;MAG_5906638304655;B0DF2TP3LF;KADAX Pot de fleurs en plastique, pour plantes grasses et herbes, moderne pour intérieur et extérieur (rose poudré, 11,5 cm);A13V1IB3VIYZZH;;;K10813;;1;3.95;EUR;2026-01-16 13:30:20+00:00;2026-01-16 13:30:20+00:00
26354;MAG_5903699433775;B0BWJTZJBB;KADAX Brise-vue pour balcon, terrasse, clôture, brise-vue résistant aux intempéries, en rotin synthétique, vendu au mètre, toile de balcon avec serre-câbles, clôture brise-vue (1 x 1 m, anthracite);A13V1IB3VIYZZH;;;K4336;;1;50.97;EUR;2026-01-20 19:00:32+00:00;2026-01-20 19:00:32+00:00
33065;MAG_5903699488959;B0CM3LH8C1;KADAX Panier Flexible en Plastique Avec Poignées - Multifonction pour Linge, Jouets, Vêtements - Rond et Universel (Gris Foncé, 42 L);A13V1IB3VIYZZH;;;K9507;;1;28.95;EUR;2026-01-28 09:05:51+00:00;2026-01-28 09:05:51+00:00
38139;MAG_5906638314265;B0DXF8Z6KY;KADAX Lot de 10 bouteilles en verre à remplir - 700 ml - Bouteilles de liqueur vides avec bouchon à vis - Bouteilles pour liqueur, spiritueux (argenté);A13V1IB3VIYZZH;;;K11715;;1;28.45;EUR;2026-01-09 09:20:58+00:00;2026-01-09 09:20:58+00:00
38157;MAG_5906638314449;B0DXF98WZW;KADAX Lot de 10 bouteilles en verre vides 700 ml avec bouchon à vis, bouteilles pour liqueur, jus, eau-de-vie (Bleu);A13V1IB3VIYZZH;;;K11733;;1;29.95;EUR;2026-01-21 15:54:30+00:00;2026-01-21 15:54:30+00:00
38143;MAG_5906638314302;B0DXF9GKH6;KADAX Lot de 40 Bouteilles en Verre à Remplir - 700 ml - Bouteilles de Liqueur Vides avec Bouchon à Vis - Blanc;A13V1IB3VIYZZH;;;K11719;;1;80.70;EUR;2026-02-26 08:38:51+00:00;2026-02-26 08:38:51+00:00
38136;MAG_5906638314234;B0DXF7NQG3;KADAX Glasflaschen zum Befüllen, 700ml, 1 Stück, leere Likörflaschen mit Schraubverschluss, Saftflaschen, Flaschen für Likör, Schnapsflaschen (Blau);A1PA6795UKMFR9;;;K11712;;1;4.95;EUR;2025-12-19 08:53:27+00:00;2025-12-19 08:53:27+00:00
